"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","46","Policy is accepted Affiliates Region","","Mon Sep 01 12:33:51 GMT 2025","passed","Mon Sep 01 12:33:51 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","2515","Consumer gets cached catalog with provider entry","","Mon Sep 01 12:34:35 GMT 2025","passed","Mon Sep 01 12:34:38 GMT 2025","","org.eclipse.tractusx.edc.tests.catalog.FederatedCatalogTest","org.eclipse.tractusx.edc.tests.catalog.FederatedCatalogTest","requestCatalog_fulfillsPolicy_shouldReturnOffer"
"","7129","transferFile_success()","","Mon Sep 01 12:34:06 GMT 2025","passed","Mon Sep 01 12:34:13 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.S3ToS3EndToEndTest","org.eclipse.tractusx.edc.tests.transfer.S3ToS3EndToEndTest","transferFile_success"
"","23","Policy is accepted Exclusive Usage","","Mon Sep 01 12:33:52 GMT 2025","passed","Mon Sep 01 12:33:52 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","41","Policy is accepted Access policy with empty permission","","Mon Sep 01 12:33:50 GMT 2025","passed","Mon Sep 01 12:33:50 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","43","Policy is accepted Business Partner Group","","Mon Sep 01 12:33:50 GMT 2025","passed","Mon Sep 01 12:33:50 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","3968","transferData_success_withProxyOriginalResponse()","","Mon Sep 01 12:35:50 GMT 2025","passed","Mon Sep 01 12:35:54 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp08to08","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp08to08","transferData_success_withProxyOriginalResponse"
"","17306","Malicious actor should not impersonate a consumer sending a valid consumer VP","","Mon Sep 01 12:33:45 GMT 2025","passed","Mon Sep 01 12:34:02 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.CredentialSpoofTest","org.eclipse.tractusx.edc.tests.transfer.CredentialSpoofTest","shouldNotImpersonateConsumer_withConsumerPresentation"
"","566","refreshEdr_whenNotAuthorized()","","Mon Sep 01 12:32:37 GMT 2025","passed","Mon Sep 01 12:32:38 GMT 2025","","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","refreshEdr_whenNotAuthorized"
"","2355","Verify that the consumer receives only the offers he is permitted to (using the legacy CX policy)","","Mon Sep 01 12:33:33 GMT 2025","passed","Mon Sep 01 12:33:35 GMT 2025","","org.eclipse.tractusx.edc.tests.catalog.CatalogTest","org.eclipse.tractusx.edc.tests.catalog.CatalogTest","requestCatalog_filteredByBpn_UsingLegacyCxPolicy_shouldReject"
"","31","5.4.2.3 Verifier should reject an empty 'presentation' array","","Mon Sep 01 12:32:25 GMT 2025","passed","Mon Sep 01 12:32:25 GMT 2025","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","verifier_05_04_02_03_presentationResponse_emptyPresentations"
"","26","Policy is accepted Affiliates Region (IS_ANY_OF, one element)","","Mon Sep 01 12:33:51 GMT 2025","passed","Mon Sep 01 12:33:51 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","30","Policy is accepted Managed Legal Entity Region","","Mon Sep 01 12:33:51 GMT 2025","passed","Mon Sep 01 12:33:51 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","15234","transferData_withTerminate()","","Mon Sep 01 12:35:31 GMT 2025","passed","Mon Sep 01 12:35:46 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp08to08","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp08to08","transferData_withTerminate"
"","42","Policy is accepted Contract reference","","Mon Sep 01 12:33:50 GMT 2025","passed","Mon Sep 01 12:33:50 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","1844","Verify the refresh endpoint is not called when auto_refresh=false","","Mon Sep 01 12:32:29 GMT 2025","passed","Mon Sep 01 12:32:31 GMT 2025","","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","getEdrWithRefresh_whenNotAutorefresh_shouldNotCallEndpoint"
"","2047","transferMultipleFiles()","","Mon Sep 01 12:33:52 GMT 2025","passed","Mon Sep 01 12:33:54 GMT 2025","","org.eclipse.tractusx.edc.dataplane.transfer.test.S3ToS3Test","org.eclipse.tractusx.edc.dataplane.transfer.test.S3ToS3Test","transferMultipleFiles"
"","42","Policy is accepted Exclusive Usage","","Mon Sep 01 12:33:50 GMT 2025","passed","Mon Sep 01 12:33:50 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","4507","The authentication token misses required claims: token","","Mon Sep 01 12:32:56 GMT 2025","passed","Mon Sep 01 12:33:00 GMT 2025","","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","refresh_invalidAuthenticationToken_missingAccessToken"
"","22","Policy is accepted Affiliates BPNL","","Mon Sep 01 12:33:51 GMT 2025","passed","Mon Sep 01 12:33:51 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","49","Policy is accepted Managed Legal Entity BPNL","","Mon Sep 01 12:33:50 GMT 2025","passed","Mon Sep 01 12:33:50 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","513","Verify that the consumer receives only the offers he is permitted to (using the legacy BPN validation)","","Mon Sep 01 12:33:35 GMT 2025","passed","Mon Sep 01 12:33:36 GMT 2025","","org.eclipse.tractusx.edc.tests.catalog.CatalogTest","org.eclipse.tractusx.edc.tests.catalog.CatalogTest","requestCatalog_filteredByBpnLegacy_WithNamespace_shouldReject"
"","46","4.3.3 Verify invalid access token - sub does not match DID document id","","Mon Sep 01 12:32:25 GMT 2025","passed","Mon Sep 01 12:32:25 GMT 2025","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","verifier_04_03_03_idTokenIncorrectSub"
"","2079","transferFile_s3ToAzureMultipleFiles_whenConsumerDefinesBloblName_success(Vault)","","Mon Sep 01 12:33:20 GMT 2025","passed","Mon Sep 01 12:33:22 GMT 2025","","org.eclipse.tractusx.edc.dataplane.transfer.test.MultiCloudTest","org.eclipse.tractusx.edc.dataplane.transfer.test.MultiCloudTest","transferFile_s3ToAzureMultipleFiles_whenConsumerDefinesBloblName_success"
"","123","5.4.3.6 Verifier should reject Presentations where at least 1 credential is revoked/suspended","","Mon Sep 01 12:32:25 GMT 2025","passed","Mon Sep 01 12:32:25 GMT 2025","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","verifier_05_04_03_06_presentationResponse_credentialRevoked"
"","69","Policy is accepted Usage Purpose","","Mon Sep 01 12:33:50 GMT 2025","passed","Mon Sep 01 12:33:50 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","52","Policy is accepted Data Usage End Duration Days","","Mon Sep 01 12:33:49 GMT 2025","passed","Mon Sep 01 12:33:49 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","2045","transferFile_targetContainerNotExist_shouldFail(Vault)","","Mon Sep 01 12:33:05 GMT 2025","passed","Mon Sep 01 12:33:07 GMT 2025","","org.eclipse.tractusx.edc.dataplane.transfer.test.AzureToAzureTest","org.eclipse.tractusx.edc.dataplane.transfer.test.AzureToAzureTest","transferFile_targetContainerNotExist_shouldFail"
"","28","Policy is accepted MembershipCredential","","Mon Sep 01 12:33:51 GMT 2025","passed","Mon Sep 01 12:33:51 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","60","Policy is accepted Version Changes","","Mon Sep 01 12:33:50 GMT 2025","passed","Mon Sep 01 12:33:50 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","1529","trigger_shouldReturnSuccess_whenAllValidationsSucceed()","","Mon Sep 01 12:33:02 GMT 2025","passed","Mon Sep 01 12:33:03 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.DataFlowApiEndToEndTest","org.eclipse.tractusx.edc.tests.transfer.DataFlowApiEndToEndTest","trigger_shouldReturnSuccess_whenAllValidationsSucceed"
"","78","5.4.2.4 Verifier should reject an a presentation where a requested credential is missing","","Mon Sep 01 12:32:25 GMT 2025","passed","Mon Sep 01 12:32:25 GMT 2025","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","verifier_05_04_02_04_presentationResponse_emptyCredentials"
"","4610","transferData_failing_withProxyOriginalResponse_withoutSourceResponseBody()","","Mon Sep 01 12:35:46 GMT 2025","passed","Mon Sep 01 12:35:50 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp08to08","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp08to08","transferData_failing_withProxyOriginalResponse_withoutSourceResponseBody"
"","2047","transferFile_s3ToAzure(Vault)","","Mon Sep 01 12:33:22 GMT 2025","passed","Mon Sep 01 12:33:24 GMT 2025","","org.eclipse.tractusx.edc.dataplane.transfer.test.MultiCloudTest","org.eclipse.tractusx.edc.dataplane.transfer.test.MultiCloudTest","transferFile_s3ToAzure"
"","29","Policy is not accepted Access Policy with prohibition rule","","Mon Sep 01 12:33:51 GMT 2025","passed","Mon Sep 01 12:33:51 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidPolicyDefinitions"
"","3279","transferData_successful_notReturnOriginalSourceResponseCode_withTerminate()","","Mon Sep 01 12:34:47 GMT 2025","passed","Mon Sep 01 12:34:50 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp2025to2025","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp2025to2025","transferData_successful_notReturnOriginalSourceResponseCode_withTerminate"
"","15852","Malicious actor should not impersonate a consumer by creating a VP with the consumer membership credential","","Mon Sep 01 12:34:02 GMT 2025","passed","Mon Sep 01 12:34:18 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.CredentialSpoofTest","org.eclipse.tractusx.edc.tests.transfer.CredentialSpoofTest","shouldNotImpersonateConsumer_withWrappedConsumerCredential"
"","45","4.3.3 Verify invalid access token - incorrect aud","","Mon Sep 01 12:32:25 GMT 2025","passed","Mon Sep 01 12:32:25 GMT 2025","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","verifier_04_03_03_idTokenIncorrectAud"
"","4543","Verify that the callbacks are invoked when negotiating an EDR","","Mon Sep 01 12:32:58 GMT 2025","passed","Mon Sep 01 12:33:02 GMT 2025","","org.eclipse.tractusx.edc.tests.edrv2.NegotiateEdrTest","org.eclipse.tractusx.edc.tests.edrv2.NegotiateEdrTest","negotiateEdr_shouldInvokeCallbacks"
"","28","Policy is accepted Version Changes","","Mon Sep 01 12:33:51 GMT 2025","passed","Mon Sep 01 12:33:51 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","168","refreshEdr_whenNotFound()","","Mon Sep 01 12:32:31 GMT 2025","passed","Mon Sep 01 12:32:31 GMT 2025","","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","refreshEdr_whenNotFound"
"","69","Policy is accepted Warranty Definition","","Mon Sep 01 12:33:50 GMT 2025","passed","Mon Sep 01 12:33:50 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","3","verifyCorrectParticipantAgentId_forDsp08(DataspaceProfileContextRegistry)","","Mon Sep 01 12:35:17 GMT 2025","passed","Mon Sep 01 12:35:17 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.IdentityExtractionTest","org.eclipse.tractusx.edc.tests.transfer.IdentityExtractionTest","verifyCorrectParticipantAgentId_forDsp08"
"","2787","transferFile_azureToS3MultipleFiles(Vault)","","Mon Sep 01 12:33:17 GMT 2025","passed","Mon Sep 01 12:33:20 GMT 2025","","org.eclipse.tractusx.edc.dataplane.transfer.test.MultiCloudTest","org.eclipse.tractusx.edc.dataplane.transfer.test.MultiCloudTest","transferFile_azureToS3MultipleFiles"
"","744","4.3.3 Verify invalid access token - nbf in future","","Mon Sep 01 12:32:24 GMT 2025","passed","Mon Sep 01 12:32:24 GMT 2025","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","verifier_04_03_03_idTokenNbfInFuture"
"","1","verifyCorrectParticipantAgentId_forDsp2025(DataspaceProfileContextRegistry)","","Mon Sep 01 12:35:17 GMT 2025","passed","Mon Sep 01 12:35:17 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.IdentityExtractionTest","org.eclipse.tractusx.edc.tests.transfer.IdentityExtractionTest","verifyCorrectParticipantAgentId_forDsp2025"
"","7904","transferData_withExpiredEdr_shouldReturn4xx()","","Mon Sep 01 12:37:44 GMT 2025","passed","Mon Sep 01 12:37:52 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.TransferWithTokenRefreshTest","org.eclipse.tractusx.edc.tests.transfer.TransferWithTokenRefreshTest","transferData_withExpiredEdr_shouldReturn4xx"
"","56","Policy is accepted Confidential Information Measures","","Mon Sep 01 12:33:52 GMT 2025","passed","Mon Sep 01 12:33:52 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","3692","transferData_failing_withProxyOriginalResponse_withoutSourceResponseBody()","","Mon Sep 01 12:34:35 GMT 2025","passed","Mon Sep 01 12:34:39 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp2025to2025","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp2025to2025","transferData_failing_withProxyOriginalResponse_withoutSourceResponseBody"
"","2994","transferData_privateBackend_withConsumerDataPlane()","","Mon Sep 01 12:35:41 GMT 2025","passed","Mon Sep 01 12:35:44 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","transferData_privateBackend_withConsumerDataPlane"
"","4141","transferData_privateBackend_withConsumerDataPlane()","","Mon Sep 01 12:34:53 GMT 2025","passed","Mon Sep 01 12:34:57 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.DimConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.DimConsumerPullTest","transferData_privateBackend_withConsumerDataPlane"
"","1558","shouldDelegateAuth()","","Mon Sep 01 12:32:48 GMT 2025","passed","Mon Sep 01 12:32:49 GMT 2025","","org.eclipse.tractusx.edc.tests.auth.DelegatedAuthEndToEndTest","org.eclipse.tractusx.edc.tests.auth.DelegatedAuthEndToEndTest","shouldDelegateAuth"
"","41","Policy is accepted Contract reference","","Mon Sep 01 12:33:52 GMT 2025","passed","Mon Sep 01 12:33:52 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","4036","transferData_unsuccessful_notReturnOriginalSourceResponseCode_withTerminate()","","Mon Sep 01 12:35:23 GMT 2025","passed","Mon Sep 01 12:35:27 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp08to08","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp08to08","transferData_unsuccessful_notReturnOriginalSourceResponseCode_withTerminate"
"","2054","transferFolder_targetFolderNotExists_shouldCreate(Vault)","","Mon Sep 01 12:33:03 GMT 2025","passed","Mon Sep 01 12:33:05 GMT 2025","","org.eclipse.tractusx.edc.dataplane.transfer.test.AzureToAzureTest","org.eclipse.tractusx.edc.dataplane.transfer.test.AzureToAzureTest","transferFolder_targetFolderNotExists_shouldCreate"
"","2","verifyAgentId_whenNoMembershipCredential_forDsp2025(DataspaceProfileContextRegistry)","","Mon Sep 01 12:35:17 GMT 2025","passed","Mon Sep 01 12:35:17 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.IdentityExtractionTest","org.eclipse.tractusx.edc.tests.transfer.IdentityExtractionTest","verifyAgentId_whenNoMembershipCredential_forDsp2025"
"","6043","transferData_success_withProxyOriginalResponse_withoutSourceResponseBody()","","Mon Sep 01 12:34:05 GMT 2025","passed","Mon Sep 01 12:34:11 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp2025to2025","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp2025to2025","transferData_success_withProxyOriginalResponse_withoutSourceResponseBody"
"","26","Policy is accepted Managed Legal Entity BPNL","","Mon Sep 01 12:33:51 GMT 2025","passed","Mon Sep 01 12:33:51 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","2204","transferFile_success()","","Mon Sep 01 12:33:36 GMT 2025","passed","Mon Sep 01 12:33:38 GMT 2025","","org.eclipse.tractusx.edc.dataplane.transfer.test.S3ToS3Test","org.eclipse.tractusx.edc.dataplane.transfer.test.S3ToS3Test","transferFile_success"
"","15852","transferData_withTerminate()","","Mon Sep 01 12:34:19 GMT 2025","passed","Mon Sep 01 12:34:35 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp2025to2025","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp2025to2025","transferData_withTerminate"
"","41","Policy is not accepted Usage policy permission with not allowed constraints","","Mon Sep 01 12:33:51 GMT 2025","passed","Mon Sep 01 12:33:51 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidPolicyDefinitions"
"","48","Policy is accepted Data Usage End Date","","Mon Sep 01 12:33:49 GMT 2025","passed","Mon Sep 01 12:33:49 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","26","Policy is accepted Data Usage End Date Definition","","Mon Sep 01 12:33:51 GMT 2025","passed","Mon Sep 01 12:33:51 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","19114","transferFile_largeFile(long, Vault) File size bytes: 536870912","","Mon Sep 01 12:32:15 GMT 2025","passed","Mon Sep 01 12:32:34 GMT 2025","","org.eclipse.tractusx.edc.dataplane.transfer.test.AzureToAzureTest","org.eclipse.tractusx.edc.dataplane.transfer.test.AzureToAzureTest","transferFile_largeFile"
"","5029","transferData_privateBackend()","","Mon Sep 01 12:35:36 GMT 2025","passed","Mon Sep 01 12:35:41 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","transferData_privateBackend"
"","8691","transferFile_withBucketCreation_success()","","Mon Sep 01 12:33:57 GMT 2025","passed","Mon Sep 01 12:34:06 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.S3ToS3EndToEndTest","org.eclipse.tractusx.edc.tests.transfer.S3ToS3EndToEndTest","transferFile_withBucketCreation_success"
"","4475","transferData_privateBackend()","","Mon Sep 01 12:35:10 GMT 2025","passed","Mon Sep 01 12:35:14 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp08to08","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp08to08","transferData_privateBackend"
"","1347","The Authorization header is empty","","Mon Sep 01 12:33:02 GMT 2025","passed","Mon Sep 01 12:33:03 GMT 2025","","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","refresh_emptyAuthHeader"
"","53","Policy is accepted Data Frequency","","Mon Sep 01 12:33:49 GMT 2025","passed","Mon Sep 01 12:33:49 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","40","Policy is accepted Confidential Information Sharing","","Mon Sep 01 12:33:50 GMT 2025","passed","Mon Sep 01 12:33:50 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","3215","Run TCK Presentation Flow tests","","Mon Sep 01 12:32:23 GMT 2025","passed","Mon Sep 01 12:32:26 GMT 2025","","org.eclipse.tractusx.edc.tests.tck.dcp.DcpPresentationFlowTest","org.eclipse.tractusx.edc.tests.tck.dcp.DcpPresentationFlowTest","runPresentationFlowTests"
"","158","Verify the refresh endpoint is not called when token not yet expired","","Mon Sep 01 12:32:31 GMT 2025","passed","Mon Sep 01 12:32:31 GMT 2025","","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","getEdrWithRefresh_notExpired_shouldNotCallEndpoint"
"","4","verifyAgentId_whenNoMembershipCredential_forDsp08(DataspaceProfileContextRegistry)","","Mon Sep 01 12:35:17 GMT 2025","passed","Mon Sep 01 12:35:17 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.IdentityExtractionTest","org.eclipse.tractusx.edc.tests.transfer.IdentityExtractionTest","verifyAgentId_whenNoMembershipCredential_forDsp08"
"","38","Policy is accepted Confidential Information Sharing","","Mon Sep 01 12:33:52 GMT 2025","passed","Mon Sep 01 12:33:52 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","6046","azureBlobPush_withDestFolder()","","Mon Sep 01 12:32:52 GMT 2025","passed","Mon Sep 01 12:32:58 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.AzureToAzureEndToEndTest","org.eclipse.tractusx.edc.tests.transfer.AzureToAzureEndToEndTest","azureBlobPush_withDestFolder"
"","70","Policy is accepted Affiliates Region","","Mon Sep 01 12:33:49 GMT 2025","passed","Mon Sep 01 12:33:49 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","246","Verify that the consumer receives only the offers he is permitted to (using the new BPN validation)","","Mon Sep 01 12:34:15 GMT 2025","passed","Mon Sep 01 12:34:15 GMT 2025","","org.eclipse.tractusx.edc.tests.catalog.CatalogTest","org.eclipse.tractusx.edc.tests.catalog.CatalogTest","requestCatalog_filteredByBpn_shouldReject"
"","151","triggerDataTransfer_shouldFail_whenDataFlowIsNotInStartedState()","","Mon Sep 01 12:33:04 GMT 2025","passed","Mon Sep 01 12:33:04 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.DataFlowApiEndToEndTest","org.eclipse.tractusx.edc.tests.transfer.DataFlowApiEndToEndTest","triggerDataTransfer_shouldFail_whenDataFlowIsNotInStartedState"
"","6133","azureBlobPush_containerNotExist()","","Mon Sep 01 12:32:58 GMT 2025","passed","Mon Sep 01 12:33:04 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.AzureToAzureEndToEndTest","org.eclipse.tractusx.edc.tests.transfer.AzureToAzureEndToEndTest","azureBlobPush_containerNotExist"
